# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
# millisec, uSv/h, CPS, CPM, Temp, Alt, roll, pitch, heading, x_accel, y_accel, z_accel, balloonstate
4731714,  5.05,  14,  887, -33.90, 17657.25, -89.34, -1.97, -9.17, 0.35, -10.28, 0.12, 1
4732710,  4.99,  11,  877, -34.20, 17667.38, -89.13, -1.09, 44.19, 0.20, -10.32, 0.16, 1
4733707,  5.03,  16,  883, -33.90, 17676.08, -87.89, -1.64, -38.68, 0.27, -9.57, 0.35, 1
4734704,  5.01,  19,  879, -34.10, 17674.63, -88.83, -0.70, -7.24, 0.12, -9.57, 0.20, 1
4735700,  4.97,  12,  873, -33.60, 17655.80, -89.78, -2.88, 28.22, 0.51, -10.12, 0.04, 1
4736697,  5.02,  16,  881, -33.50, 17668.10, -88.17, 0.61, -36.98, -0.12, -11.06, 0.35, 1
4737704,  4.99,  10,  877, -32.80, 17644.97, -89.71, -1.73, -2.20, 0.24, -7.81, 0.04, 1
4738690,  4.99,  14,  876, -34.00, 17689.87, -89.82, -0.18, -72.04, 0.04, -12.16, 0.04, 1
4739687,  4.98,  13,  874, -34.80, 17728.51, -89.40, -3.20, -148.64, 0.63, -11.22, 0.12, 1
4740684,  5.01,  20,  880, -34.70, 17722.66, -90.81, -5.10, -36.29, 0.75, -8.36, -0.12, 1
4741684,  5.03,  20,  884, -34.30, 17714.63, -90.82, 0.62, -144.75, -0.12, -10.94, -0.16, 1
4742678,  5.81,  18,  1020, -34.30, 17721.20, -87.46, 2.54, -139.60, -0.47, -10.59, 0.47, 1
4743675,  6.01,  17,  1056, -33.70, 17709.53, -88.64, -1.36, -130.78, 0.24, -9.89, 0.24, 1
4744672,  6.29,  17,  1104, -33.30, 17688.42, -90.22, -3.71, -134.24, 0.67, -10.28, -0.04, 1
4745666,  5.06,  9,  888, -36.30, 17802.08, -90.96, -5.26, -54.28, 0.86, -9.38, -0.16, 1
4746666,  5.03,  11,  884, -35.30, 17779.92, -88.10, 1.26, -173.22, -0.24, -10.67, 0.35, 1
4747703,  5.07,  23,  891, -36.50, 17821.35, -90.29, -4.02, 111.38, 0.55, -7.81, -0.04, 1
4748657,  5.09,  18,  893, -36.90, 17851.85, -90.38, -1.88, 129.45, 0.39, -11.92, -0.08, 1
4749654,  5.10,  19,  896, -35.20, 17777.70, -90.88, -2.87, 114.28, 0.51, -10.16, -0.16, 1
4750652,  5.95,  16,  1044, -34.20, 17724.12, -89.74, -3.90, 73.26, 0.59, -8.63, 0.04, 1
4751646,  5.12,  7,  899, -34.10, 17732.17, -87.44, 1.28, 10.62, -0.24, -10.51, 0.47, 1
4752644,  5.14,  18,  903, -33.70, 17725.59, -87.15, 0.41, -6.03, -0.08, -11.02, 0.55, 1
4753641,  5.12,  12,  899, -34.20, 17755.63, -88.17, -2.98, -51.20, 0.51, -9.81, 0.31, 1
4754637,  5.07,  9,  891, -34.20, 17752.69, -88.86, -3.87, -114.15, 0.67, -9.85, 0.20, 1
4755637,  5.08,  14,  892, -33.80, 17748.29, -87.85, -1.51, -55.09, 0.27, -10.43, 0.39, 1
4756631,  5.09,  13,  893, -33.90, 17753.43, -89.56, -2.83, -56.88, 0.51, -10.32, 0.08, 1
4757628,  5.10,  12,  895, -33.90, 17764.45, -91.84, -3.41, -75.63, 0.51, -8.55, -0.27, 1
4758624,  5.10,  17,  896, -34.40, 17772.55, -89.22, -1.76, -97.37, 0.35, -11.49, 0.16, 1
4759621,  5.10,  15,  896, -34.30, 17779.92, -88.10, 0.42, -135.58, -0.08, -10.67, 0.35, 1
4760618,  5.09,  13,  893, -34.20, 17771.07, -87.56, -0.49, -100.51, 0.08, -9.22, 0.39, 1
4761614,  5.06,  15,  889, -33.90, 17775.49, -89.17, -3.32, -44.55, 0.63, -10.83, 0.16, 1
4762611,  5.11,  18,  898, -33.90, 17775.49, -88.69, -3.26, -11.91, 0.59, -10.32, 0.24, 1
4763608,  5.12,  15,  899, -33.40, 17765.19, -90.29, -4.57, -22.73, 0.63, -7.85, -0.04, 1
4764614,  5.08,  15,  892, -34.00, 17785.82, -88.66, 0.19, -44.14, -0.04, -11.73, 0.27, 1
4765602,  5.81,  22,  1020, -34.20, 17806.52, -89.59, -1.22, -120.03, 0.24, -11.06, 0.08, 1
4766597,  5.11,  9,  897, -34.10, 17806.52, -88.85, -2.58, -115.59, 0.35, -7.85, 0.16, 1
4767606,  5.74,  23,  1008, -33.90, 17794.68, -88.98, -1.62, -49.85, 0.31, -11.06, 0.20, 1
4768592,  5.74,  15,  1008, -33.50, 17793.20, -88.79, -1.81, -28.75, 0.35, -11.18, 0.24, 1
4769589,  5.74,  15,  1008, -33.30, 17789.51, -88.26, -0.00, -38.30, 0.00, -7.77, 0.24, 1
4770585,  5.15,  15,  904, -34.10, 17811.70, -88.80, -2.40, -20.64, 0.47, -11.22, 0.24, 1
4771581,  5.12,  10,  899, -34.20, 17825.06, -88.25, -2.53, -69.93, 0.51, -11.53, 0.35, 1
4772578,  5.11,  16,  897, -34.00, 17822.83, -87.84, -2.16, -43.51, 0.35, -9.38, 0.35, 1
4773575,  5.11,  17,  898, -34.10, 17829.52, -87.83, -1.69, -75.51, 0.27, -9.30, 0.35, 1
4774571,  5.08,  12,  892, -33.60, 17813.19, -87.70, -2.07, -27.60, 0.35, -9.77, 0.39, 1
4775568,  5.12,  15,  899, -33.80, 17826.54, -89.18, -2.04, -11.40, 0.39, -11.02, 0.16, 1
4776576,  6.08,  29,  1068, -33.10, 17810.22, -90.25, -3.56, 9.18, 0.55, -8.83, -0.04, 1
4777563,  5.74,  11,  1008, -33.50, 17830.26, -89.79, -2.32, -2.22, 0.43, -10.67, 0.04, 1
4778557,  5.11,  7,  897, -34.10, 17854.84, -87.99, -0.20, -47.25, 0.04, -11.18, 0.39, 1
4779557,  5.12,  17,  899, -34.00, 17866.04, -87.72, -2.53, -70.50, 0.39, -8.87, 0.35, 1
4780553,  5.74,  20,  1008, -34.00, 17855.59, -89.41, -1.19, -65.26, 0.24, -11.34, 0.12, 1
4781586,  5.16,  19,  907, -33.50, 17851.11, -90.00, -2.23, -9.61, 0.39, -10.08, 0.00, 1
4782555,  5.16,  10,  907, -33.50, 17864.55, -89.46, 0.54, -58.11, -0.08, -8.36, 0.08, 1
4783549,  5.15,  14,  905, -33.40, 17851.85, -89.78, -0.22, -30.25, 0.04, -10.43, 0.04, 1
4784539,  5.16,  11,  907, -34.40, 17890.01, -88.43, 0.59, -118.21, -0.12, -11.41, 0.31, 1
4785535,  5.15,  10,  904, -34.30, 17895.27, -87.95, -2.04, -104.19, 0.31, -8.79, 0.31, 1
4786532,  5.15,  16,  905, -34.10, 17887.01, -89.15, -4.24, -28.67, 0.78, -10.59, 0.16, 1
4787529,  5.10,  11,  896, -33.60, 17875.77, -90.42, -4.00, -16.08, 0.75, -10.67, -0.08, 1
4788527,  5.16,  22,  906, -33.10, 17863.05, -88.33, -1.95, -9.65, 0.27, -8.08, 0.24, 1
4789522,  5.14,  13,  903, -33.60, 17887.01, -86.57, 1.91, -38.19, -0.39, -11.77, 0.71, 1
4790519,  5.12,  14,  899, -34.10, 17904.29, -88.18, -0.81, -45.21, 0.16, -11.10, 0.35, 1
4791516,  5.10,  10,  895, -33.90, 17909.56, -90.00, -3.56, -55.61, 0.51, -8.20, 0.00, 1
4792512,  5.10,  12,  896, -34.10, 17911.82, -89.77, -3.19, -79.97, 0.55, -9.85, 0.04, 1
4793509,  5.09,  14,  894, -33.60, 17898.28, -87.66, -1.64, -27.50, 0.27, -9.61, 0.39, 1
4794506,  5.06,  14,  889, -33.70, 17909.56, -88.03, -0.00, -68.07, 0.00, -11.41, 0.39, 1
4795503,  5.09,  17,  894, -33.20, 17899.78, -87.79, -0.25, -15.92, 0.04, -9.14, 0.35, 1
4796500,  5.09,  15,  893, -33.30, 17909.56, -88.21, -1.57, -29.31, 0.27, -10.04, 0.31, 1
4797496,  5.09,  11,  894, -34.10, 17929.16, -88.42, -1.58, -39.33, 0.31, -11.38, 0.31, 1
4798503,  5.09,  13,  893, -33.90, 17939.75, -87.59, -2.14, -81.32, 0.31, -8.39, 0.35, 1
4799489,  5.09,  13,  893, -33.70, 17935.97, -88.22, -1.78, -63.39, 0.31, -10.12, 0.31, 1
4800486,  5.07,  18,  891, -33.60, 17932.19, -88.50, -0.43, -11.29, 0.08, -10.51, 0.27, 1
4801483,  5.02,  11,  882, -33.50, 17946.56, -87.99, -0.45, -40.55, 0.08, -10.04, 0.35, 1
4802480,  4.99,  13,  877, -33.10, 17929.16, -88.28, -2.00, -6.57, 0.27, -7.85, 0.24, 1
4803476,  4.98,  14,  874, -33.70, 17958.69, -89.03, -0.39, -70.80, 0.08, -11.57, 0.20, 1
4804473,  4.98,  17,  874, -33.70, 17960.97, -88.29, -1.33, -90.50, 0.27, -11.81, 0.35, 1
4805470,  5.00,  13,  878, -34.10, 17983.78, -89.20, -3.74, -66.29, 0.55, -8.39, 0.12, 1
4806466,  5.06,  21,  888, -33.70, 17971.61, -88.02, -1.32, -89.03, 0.24, -10.20, 0.35, 1
4807463,  4.98,  10,  875, -33.50, 17961.73, -88.97, -2.89, -29.11, 0.55, -10.87, 0.20, 1
4808460,  4.94,  11,  868, -33.10, 17966.28, -88.62, -2.75, -49.81, 0.39, -8.16, 0.20, 1
4809457,  4.90,  12,  861, -33.40, 17964.76, -88.66, -1.92, -5.06, 0.39, -11.73, 0.27, 1
4810459,  4.93,  20,  865, -34.00, 17994.46, -89.19, -1.82, -27.29, 0.35, -11.10, 0.16, 1
4811450,  4.99,  19,  877, -33.60, 17996.75, -89.75, -4.83, -25.30, 0.75, -8.83, 0.04, 1
4812447,  4.97,  13,  872, -34.10, 18006.69, -87.50, -1.36, -44.51, 0.24, -9.89, 0.43, 1
4813442,  4.93,  6,  866, -33.40, 17989.12, -88.63, -1.60, 1.99, 0.27, -9.85, 0.24, 1
4814440,  4.96,  14,  871, -33.50, 17989.12, -87.63, -0.86, -1.90, 0.16, -10.43, 0.43, 1
4815437,  4.94,  10,  867, -32.80, 17976.93, -88.16, -3.41, 13.15, 0.51, -8.55, 0.27, 1
4816434,  4.95,  15,  869, -33.40, 18001.33, -88.77, -1.85, -13.42, 0.35, -10.94, 0.24, 1
4817433,  4.95,  13,  870, -34.10, 18022.00, -88.62, -1.97, 5.81, 0.39, -11.41, 0.27, 1
4818427,  4.92,  11,  864, -33.90, 18034.28, -87.86, -1.07, -65.01, 0.16, -8.39, 0.31, 1
4819424,  4.91,  13,  862, -33.80, 18025.83, -89.55, -2.46, -38.08, 0.43, -10.04, 0.08, 1
4820441,  4.94,  18,  867, -33.10, 18012.04, -88.23, -1.99, -18.65, 0.35, -10.16, 0.31, 1
4821417,  4.91,  11,  863, -33.10, 18020.47, -88.57, -1.43, -37.31, 0.24, -9.41, 0.24, 1
4822414,  4.90,  15,  860, -33.40, 18022.00, -88.57, -2.61, -18.30, 0.43, -9.45, 0.24, 1
4823411,  4.90,  16,  861, -33.90, 18039.66, -89.12, -2.20, -22.26, 0.39, -10.20, 0.16, 1
4824407,  4.88,  11,  857, -33.70, 18045.04, -89.15, -2.54, -57.83, 0.47, -10.59, 0.16, 1
4825404,  4.84,  15,  850, -34.00, 18055.05, -88.36, -2.81, -16.49, 0.47, -9.57, 0.27, 1
4826401,  4.86,  12,  853, -34.20, 18074.36, -87.60, -2.15, -104.52, 0.35, -9.38, 0.39, 1
4827398,  4.84,  20,  850, -33.40, 18052.74, -87.87, -1.06, -77.71, 0.20, -10.55, 0.39, 1
4828394,  4.85,  17,  852, -33.40, 18048.12, -87.81, -0.00, -43.99, 0.00, -11.30, 0.43, 1
4829391,  4.87,  18,  855, -33.10, 18051.97, -88.76, -1.49, -88.47, 0.24, -9.06, 0.20, 1
4830387,  4.82,  7,  847, -32.90, 18035.81, -89.59, -0.41, -13.75, 0.08, -10.87, 0.08, 1
4831385,  4.86,  16,  853, -34.80, 18100.70, -88.56, -1.85, 45.35, 0.35, -10.94, 0.27, 1
4832381,  4.82,  10,  847, -34.10, 18091.39, -89.72, -5.82, 24.06, 0.82, -8.08, 0.04, 1
4833379,  4.80,  13,  843, -35.00, 18105.36, -88.92, -0.86, 66.31, 0.16, -10.43, 0.20, 1
4834375,  4.79,  11,  842, -34.40, 18085.19, -87.56, 0.81, 48.62, -0.16, -11.06, 0.47, 1
4835372,  4.80,  16,  843, -33.40, 18071.26, -88.50, -0.25, 63.87, 0.04, -8.98, 0.24, 1
4836368,  4.75,  21,  835, -33.60, 18083.64, -90.21, -2.46, 62.21, 0.47, -10.94, -0.04, 1
4837364,  4.70,  1,  825, -33.70, 18119.37, -88.43, -1.12, -1.70, 0.20, -10.04, 0.27, 1
4838362,  4.74,  15,  833, -33.30, 18096.04, -87.72, -2.51, 13.05, 0.43, -9.85, 0.39, 1
4839358,  4.73,  15,  831, -33.80, 18117.03, -87.01, -0.00, -6.34, 0.00, -9.77, 0.51, 1
4840415,  4.73,  20,  831, -33.80, 18124.04, -88.83, -4.20, -6.34, 0.71, -9.61, 0.20, 1
4841352,  4.74,  21,  833, -32.80, 18099.15, -88.62, -3.45, -20.98, 0.59, -9.77, 0.24, 1
4842350,  5.81,  14,  1020, -33.20, 18117.03, -89.60, -0.00, -21.31, 0.00, -11.10, 0.08, 1
4843345,  4.76,  13,  836, -32.70, 18107.69, -88.99, 0.50, -32.03, -0.08, -8.94, 0.16, 1
4844342,  4.76,  11,  836, -33.00, 18096.04, -88.38, -0.81, 18.35, 0.16, -11.10, 0.31, 1
4845339,  4.79,  16,  842, -35.30, 18178.85, -89.57, -3.63, 66.11, 0.67, -10.51, 0.08, 1
4846336,  4.82,  21,  847, -34.90, 18162.35, -89.33, -4.23, 74.71, 0.75, -10.08, 0.12, 1
4847333,  5.81,  24,  1020, -36.20, 18194.59, -87.53, -0.74, 91.90, 0.12, -9.10, 0.39, 1
4848330,  6.15,  18,  1080, -35.40, 18182.78, -88.89, -3.09, 72.96, 0.55, -10.16, 0.20, 1
4849327,  6.49,  16,  1140, -34.20, 18149.03, -88.40, 0.20, 57.16, -0.04, -11.22, 0.31, 1
4850331,  6.36,  14,  1116, -33.20, 18139.65, -89.46, -1.89, 46.09, 0.27, -8.32, 0.08, 1
4851318,  4.89,  9,  858, -33.70, 18156.08, -88.49, -0.65, 51.88, 0.12, -10.43, 0.27, 1
4852316,  4.90,  15,  861, -36.20, 18230.97, -89.00, -2.39, 96.74, 0.47, -11.26, 0.20, 1
4853313,  4.90,  14,  861, -36.30, 18239.70, -88.68, -3.69, 97.80, 0.55, -8.51, 0.20, 1
4854309,  4.91,  15,  862, -35.20, 18208.80, -88.28, -2.36, 74.54, 0.43, -10.47, 0.31, 1
4855306,  4.93,  20,  865, -33.50, 18167.06, -88.65, -2.93, 44.93, 0.51, -9.96, 0.24, 1
4856304,  5.81,  21,  1020, -33.90, 18181.21, -87.99, -0.67, 48.49, 0.12, -10.08, 0.35, 1
4857301,  6.01,  18,  1056, -33.00, 18166.28, -89.42, -1.15, 28.09, 0.16, -7.81, 0.08, 1
4858298,  5.95,  13,  1044, -35.30, 18216.71, -88.85, -1.72, 72.69, 0.35, -11.73, 0.24, 1
4859294,  6.01,  16,  1056, -35.40, 18237.32, -88.22, -0.99, 85.23, 0.20, -11.38, 0.35, 1
4860290,  5.00,  15,  878, -35.40, 18245.26, -87.07, -2.39, 98.01, 0.35, -8.43, 0.43, 1
4861286,  5.06,  21,  888, -35.40, 18250.04, -87.71, -2.97, 92.60, 0.51, -9.81, 0.39, 1
4862283,  5.05,  12,  887, -33.90, 18210.38, -88.53, -2.32, 51.42, 0.43, -10.67, 0.27, 1
4863280,  5.03,  10,  883, -33.30, 18208.80, -88.20, -1.80, 26.59, 0.31, -10.00, 0.31, 1
4864279,  5.05,  21,  887, -32.50, 18180.42, -88.89, -1.38, 20.47, 0.20, -8.12, 0.16, 1
4865273,  5.06,  14,  888, -34.90, 18240.50, -89.38, -0.21, 59.63, 0.04, -10.90, 0.12, 1
4866270,  5.05,  19,  886, -34.20, 18240.50, -88.69, -0.19, 51.72, 0.04, -12.00, 0.27, 1
4867267,  5.05,  10,  886, -35.00, 18253.22, -87.75, -1.50, 84.60, 0.24, -8.98, 0.35, 1
4868265,  5.74,  20,  1008, -36.00, 18289.14, -86.52, -0.93, 106.89, 0.16, -9.69, 0.59, 1
4869260,  5.09,  11,  894, -33.90, 18239.70, -89.09, -3.42, 40.10, 0.59, -9.85, 0.16, 1
4870263,  5.05,  13,  887, -35.60, 18280.34, -88.97, -1.85, 67.21, 0.35, -10.90, 0.20, 1
4871264,  5.06,  20,  888, -33.80, 18252.42, -89.31, -1.84, 51.42, 0.31, -9.77, 0.12, 1
4872252,  5.06,  14,  889, -32.80, 18224.63, -89.56, -0.66, 48.62, 0.12, -10.20, 0.08, 1
4873247,  5.11,  14,  897, -36.20, 18322.87, -87.55, -1.11, 117.93, 0.20, -10.08, 0.43, 1
4874245,  5.14,  20,  903, -35.40, 18313.21, -87.45, -3.70, 82.04, 0.63, -9.69, 0.43, 1
4875241,  5.15,  12,  905, -35.60, 18303.57, -87.95, -2.95, 73.38, 0.51, -9.89, 0.35, 1
4876236,  5.12,  9,  899, -33.80, 18278.74, -88.17, -1.42, 51.67, 0.27, -11.06, 0.35, 1
4877234,  5.10,  10,  896, -32.50, 18254.81, -89.25, -2.00, 21.29, 0.31, -8.98, 0.12, 1
4878231,  5.11,  13,  898, -32.60, 18252.42, -89.14, -1.07, 33.57, 0.20, -10.51, 0.16, 1
4879228,  5.15,  20,  905, -34.30, 18301.97, -88.97, -0.62, 59.87, 0.12, -10.90, 0.20, 1
4880224,  5.13,  13,  900, -33.30, 18276.35, -88.85, -2.75, 39.22, 0.47, -9.81, 0.20, 1
4881221,  5.15,  16,  905, -35.20, 18320.45, -88.03, -2.21, 71.69, 0.35, -9.14, 0.31, 1
4882218,  5.14,  12,  902, -33.60, 18298.76, -89.09, -2.94, 27.93, 0.51, -9.92, 0.16, 1
4883215,  5.15,  18,  904, -32.80, 18272.35, -87.97, -0.61, 35.58, 0.12, -11.06, 0.39, 1
4884211,  5.15,  12,  905, -32.50, 18273.15, -89.73, -1.59, 10.70, 0.24, -8.47, 0.04, 1
4885207,  5.11,  8,  898, -34.10, 18298.76, -89.58, -0.42, 64.53, 0.08, -10.59, 0.08, 1
4886205,  5.15,  19,  905, -35.70, 18355.97, -88.00, -0.80, 96.01, 0.16, -11.26, 0.39, 1
4887202,  5.12,  14,  899, -35.50, 18361.64, -89.01, -3.21, 101.42, 0.51, -9.10, 0.16, 1
4888198,  5.10,  13,  895, -36.20, 18386.81, -89.04, -3.13, 100.58, 0.51, -9.34, 0.16, 1
4889195,  5.05,  10,  887, -33.80, 18318.04, -88.28, -0.86, 62.80, 0.16, -10.43, 0.31, 1
4890200,  5.15,  24,  904, -33.80, 18328.51, -88.61, -1.79, 56.40, 0.35, -11.30, 0.27, 1
4891189,  5.14,  14,  902, -32.50, 18301.97, -88.74, -0.75, 32.89, 0.12, -8.94, 0.20, 1
4892185,  5.19,  19,  911, -34.00, 18334.15, -88.70, -0.65, 56.24, 0.12, -10.40, 0.24, 1
4893182,  5.20,  16,  914, -35.20, 18369.74, -88.54, -1.67, 79.91, 0.31, -10.75, 0.27, 1
4894180,  6.22,  18,  1092, -35.80, 18399.84, -88.60, -3.37, 97.49, 0.47, -8.00, 0.20, 1
4895175,  5.23,  14,  919, -34.90, 18369.74, -88.23, -0.88, 85.21, 0.16, -10.16, 0.31, 1
4896172,  5.20,  16,  914, -33.20, 18334.96, -87.49, -1.82, 49.20, 0.31, -9.85, 0.43, 1
4897170,  5.74,  20,  1008, -34.50, 18375.43, -88.76, -1.65, 67.52, 0.31, -10.90, 0.24, 1
4898167,  5.74,  16,  1008, -33.90, 18435.82, -89.71, -2.01, 23.94, 0.27, -7.81, 0.04, 1
4899162,  5.31,  14,  933, -34.70, 18371.37, -88.87, -1.88, 59.99, 0.39, -11.92, 0.24, 1
4900159,  5.27,  12,  925, -35.70, 18410.45, -88.00, -2.20, 94.66, 0.43, -11.22, 0.39, 1
4901156,  5.24,  17,  921, -34.60, 18402.29, -88.25, -2.50, 94.39, 0.39, -8.98, 0.27, 1
4902163,  5.25,  15,  922, -36.10, 18471.19, -89.03, -0.97, 127.12, 0.16, -9.26, 0.16, 1
4903150,  5.28,  19,  928, -34.80, 18406.37, -88.03, -1.54, 89.88, 0.27, -10.24, 0.35, 1
4904146,  5.31,  15,  932, -33.00, 18366.50, -88.10, -0.42, 55.05, 0.08, -10.67, 0.35, 1
4905150,  5.27,  10,  926, -32.80, 18360.02, -89.18, -2.73, 48.43, 0.39, -8.24, 0.12, 1
4906140,  5.23,  14,  919, -36.10, 18466.24, -88.99, -2.02, 109.05, 0.39, -11.10, 0.20, 1
4907135,  5.14,  8,  903, -35.30, 18435.82, -88.82, -2.55, 97.49, 0.51, -11.45, 0.24, 1
4908133,  5.13,  16,  901, -35.70, 18453.07, -87.50, -1.00, 110.78, 0.16, -8.98, 0.39, 1
4909130,  5.16,  21,  906, -35.90, 18487.71, -87.92, -1.85, 121.53, 0.31, -9.73, 0.35, 1
4910127,  5.14,  10,  902, -33.60, 18403.10, -88.58, -2.60, 54.28, 0.43, -9.49, 0.24, 1
4911123,  5.21,  22,  915, -34.60, 18431.72, -89.02, -2.16, 72.27, 0.43, -11.41, 0.20, 1
4912121,  5.19,  12,  912, -31.90, 18378.68, -88.72, -0.00, 22.93, 0.00, -8.79, 0.20, 1
4913118,  5.88,  21,  1032, -32.70, 18396.58, -87.70, -0.00, 17.37, 0.00, -11.73, 0.47, 1
4914114,  5.21,  11,  915, -35.70, 18459.65, -87.78, -0.22, 99.46, 0.04, -10.12, 0.39, 1
4915110,  5.16,  11,  906, -34.10, 18434.18, -88.82, -3.06, 56.20, 0.51, -9.53, 0.20, 1
4916107,  5.14,  17,  902, -36.20, 18513.41, -89.55, -3.18, 110.63, 0.55, -9.89, 0.08, 1
4917175,  5.13,  16,  900, -35.40, 18485.23, -89.79, -1.68, 102.89, 0.31, -10.67, 0.04, 1
4918101,  5.13,  14,  901, -32.40, 18404.73, -88.43, -2.02, 46.86, 0.35, -10.00, 0.27, 1
4919097,  5.15,  19,  904, -32.90, 18426.80, -88.68, -0.88, 29.36, 0.16, -10.24, 0.24, 1
4920094,  5.15,  16,  905, -31.60, 18396.58, -89.70, -2.08, 24.33, 0.27, -7.57, 0.04, 1
4921092,  5.88,  21,  1032, -33.70, 18444.85, -89.47, -1.24, 44.30, 0.27, -12.71, 0.12, 1
4922086,  5.14,  9,  902, -33.90, 18475.32, -89.41, -1.57, 73.74, 0.31, -11.41, 0.12, 1
4923084,  5.17,  16,  908, -32.60, 18419.44, -89.45, -3.83, 52.43, 0.55, -8.20, 0.08, 1
4924081,  5.12,  12,  899, -33.20, 18451.42, -88.12, -2.09, 32.44, 0.39, -10.75, 0.35, 1
4925081,  5.12,  14,  899, -32.30, 18439.10, -88.61, -0.60, -37.54, 0.12, -11.30, 0.27, 1
4926074,  5.11,  18,  898, -31.70, 18421.07, -90.00, -3.17, -2.99, 0.47, -8.51, 0.00, 1
4927071,  5.15,  17,  905, -32.60, 18442.38, -88.99, -0.20, 0.31, 0.04, -11.14, 0.20, 1
4928078,  5.12,  14,  899, -35.80, 18553.42, -89.37, -2.71, 117.30, 0.51, -10.79, 0.12, 1
4929065,  5.11,  10,  898, -34.60, 18490.20, -88.10, -1.90, 77.46, 0.31, -9.45, 0.31, 1
4930072,  5.81,  26,  1020, -36.10, 18562.62, -87.72, -2.03, 145.17, 0.31, -8.87, 0.35, 1
4931058,  5.16,  16,  907, -35.70, 18590.32, -88.92, -2.59, 138.00, 0.47, -10.40, 0.20, 1
4932055,  5.16,  13,  906, -34.90, 18529.21, -88.80, -1.80, 83.98, 0.35, -11.22, 0.24, 1
4933052,  5.14,  10,  902, -32.40, 18462.12, -87.74, -2.01, 85.19, 0.31, -8.94, 0.35, 1
4934048,  5.11,  15,  897, -34.10, 18499.30, -89.36, -0.85, 71.33, 0.16, -10.55, 0.12, 1
4935045,  5.11,  13,  898, -35.00, 18521.72, -87.52, 0.62, 99.42, -0.12, -10.87, 0.47, 1
4936042,  5.13,  12,  901, -35.40, 18543.39, -89.50, -2.99, 90.23, 0.47, -9.02, 0.08, 1
4937042,  5.15,  13,  904, -34.10, 18510.09, -88.51, -1.49, 68.09, 0.27, -10.55, 0.27, 1
4938035,  5.16,  15,  906, -32.30, 18467.07, -88.68, -1.10, 36.95, 0.20, -10.20, 0.24, 1
4939032,  5.14,  17,  903, -32.40, 18488.54, -88.00, -1.11, 10.21, 0.20, -10.12, 0.35, 1
4940029,  5.18,  20,  910, -31.60, 18463.77, -89.13, -1.74, 21.00, 0.24, -7.73, 0.12, 1
4941033,  5.88,  21,  1032, -33.70, 18510.92, -88.49, 0.19, 46.06, -0.04, -11.89, 0.31, 1
4942023,  5.81,  12,  1020, -34.50, 18548.40, -88.81, -1.59, 79.05, 0.31, -11.30, 0.24, 1
4943019,  5.17,  11,  908, -34.90, 18546.73, -88.66, -0.54, 94.11, 0.08, -8.39, 0.20, 1
4944016,  5.19,  15,  911, -34.30, 18545.06, -88.08, -1.92, 68.29, 0.35, -10.55, 0.35, 1
4945013,  5.20,  10,  913, -33.50, 18530.05, -88.97, -1.86, 74.55, 0.35, -10.87, 0.20, 1
4946017,  5.17,  14,  908, -41.60, 19090.10, -89.18, -2.74, 62.97, 0.39, -8.20, 0.12, 1
4947006,  5.16,  12,  906, -35.10, 18571.84, -88.54, -2.08, 78.27, 0.39, -10.79, 0.27, 1
4948003,  5.19,  19,  912, -35.10, 18597.90, -87.87, -1.35, 125.46, 0.27, -11.61, 0.43, 1
4949000,  5.24,  18,  920, -35.00, 18590.32, -88.30, -1.94, 92.60, 0.31, -9.26, 0.27, 1
4949996,  5.19,  15,  911, -35.10, 18602.11, -89.54, -2.54, 111.01, 0.43, -9.73, 0.08, 1
4950993,  5.19,  14,  911, -31.70, 18512.58, -89.11, -3.33, 33.68, 0.59, -10.12, 0.16, 1
4951991,  5.81,  19,  1020, -32.10, 18525.88, -87.81, 0.99, 4.26, -0.20, -11.30, 0.43, 1
4952988,  5.74,  18,  1008, -31.30, 18516.73, -89.18, -0.00, -6.06, 0.00, -8.24, 0.12, 1
4953983,  5.19,  16,  911, -32.30, 18531.71, -90.00, -1.23, 17.81, 0.24, -10.94, 0.00, 1
4954980,  5.18,  12,  909, -33.90, 18582.76, -89.39, -2.64, 70.22, 0.51, -11.06, 0.12, 1
4955977,  5.15,  11,  904, -33.60, 18581.92, -87.90, -2.36, 68.76, 0.35, -8.55, 0.31, 1
4956974,  5.10,  11,  895, -34.60, 18607.17, -88.11, -0.95, 107.54, 0.16, -9.49, 0.31, 1
4957970,  5.08,  13,  892, -32.40, 18550.07, -88.11, -0.42, 38.27, 0.08, -10.71, 0.35, 1
4958976,  5.07,  12,  890, -32.20, 18551.74, -88.30, -0.21, 34.32, 0.04, -10.55, 0.31, 1
4959964,  5.13,  22,  900, -31.60, 18527.55, -89.00, -3.50, 27.58, 0.55, -8.98, 0.16, 1
4960966,  5.08,  9,  892, -32.80, 18572.68, -89.13, -1.09, 27.43, 0.20, -10.28, 0.16, 1
4961957,  5.06,  11,  888, -33.20, 18592.01, -89.15, -2.77, 49.92, 0.51, -10.55, 0.16, 1
4962953,  4.99,  7,  876, -34.00, 18608.02, -88.40, -3.19, 62.51, 0.47, -8.43, 0.24, 1
4963958,  4.97,  11,  872, -32.20, 18570.16, -87.34, -0.20, 0.58, 0.04, -10.98, 0.51, 1
